Date,Open,High,Low,Close,Adj Close,Volume
2022-08-04,116.349998,116.800003,115.199997,116.550003,116.550003,6849417
2022-08-05,118.000000,119.500000,117.900002,119.500000,119.500000,9309559
2022-08-08,119.000000,119.250000,118.300003,119.250000,119.250000,8691407
2022-08-09,118.400002,119.500000,118.000000,119.150002,119.150002,7884158
2022-08-10,118.000000,118.199997,117.500000,117.900002,117.900002,7222854
2022-08-11,119.800003,120.449997,119.599998,120.050003,120.050003,10728096
2022-08-12,120.550003,121.000000,120.300003,120.800003,120.800003,8424337
2022-08-15,121.449997,122.099998,121.250000,121.900002,121.900002,9547362
2022-08-16,122.000000,122.300003,121.900002,122.099998,122.099998,9872266
2022-08-17,122.099998,122.300003,121.800003,122.150002,122.150002,13854866
2022-08-18,121.400002,121.449997,120.949997,121.349998,121.349998,5272003
2022-08-19,121.250000,122.000000,120.900002,121.550003,121.550003,4026019
2022-08-22,120.000000,120.250000,119.750000,120.050003,120.050003,5007000
2022-08-23,118.550003,119.000000,118.199997,118.199997,118.199997,10325627
2022-08-24,118.800003,118.949997,117.650002,117.900002,117.900002,7063478
2022-08-25,118.500000,119.449997,118.449997,119.000000,119.000000,4893719
2022-08-26,119.849998,120.099998,119.449997,119.599998,119.599998,9959737
2022-08-29,116.250000,116.949997,116.000000,116.550003,116.550003,15775738
2022-08-30,116.550003,117.199997,116.199997,116.750000,116.750000,12155353
2022-08-31,115.949997,117.599998,115.800003,117.599998,117.599998,7045914
2022-09-01,115.500000,115.599998,114.750000,115.150002,115.150002,21061579
2022-09-02,115.099998,115.099998,113.849998,113.900002,113.900002,13994058
2022-09-05,114.099998,114.750000,113.699997,114.150002,114.150002,8878179
2022-09-06,114.800003,115.400002,114.250000,114.900002,114.900002,6476116
2022-09-07,113.099998,113.150002,112.099998,112.199997,112.199997,15488892
2022-09-08,113.050003,113.050003,112.400002,113.000000,113.000000,7117171
2022-09-12,115.300003,115.650002,115.000000,115.400002,115.400002,7545318
2022-09-13,116.099998,116.400002,115.750000,116.000000,116.000000,4540486
2022-09-14,113.050003,113.949997,112.800003,113.650002,113.650002,10945566
2022-09-15,113.500000,114.250000,113.199997,113.849998,113.849998,3684100
2022-09-16,112.650002,112.849998,112.300003,112.550003,112.550003,12950907
2022-09-19,112.949997,112.949997,111.900002,112.050003,112.050003,7177318
2022-09-20,112.550003,113.150002,112.250000,113.050003,113.050003,5757206
2022-09-21,112.800003,112.800003,111.800003,112.099998,112.099998,11011543
2022-09-22,110.400002,110.750000,109.500000,110.750000,110.750000,14911681
2022-09-23,110.250000,110.349998,109.349998,109.699997,109.699997,14598986
2022-09-26,108.050003,108.050003,107.150002,107.650002,107.650002,19920826
2022-09-27,107.800003,107.949997,107.000000,107.500000,107.500000,8962778
2022-09-28,107.599998,107.650002,105.250000,105.250000,105.250000,18898469
2022-09-29,106.449997,106.449997,104.599998,104.900002,104.900002,10402108
2022-09-30,103.300003,103.900002,103.000000,103.449997,103.449997,12676428
2022-10-03,102.500000,103.599998,102.050003,102.199997,102.199997,10992367
2022-10-04,104.550003,104.800003,104.099998,104.800003,104.800003,7528683
2022-10-05,106.500000,107.849998,106.349998,107.250000,107.250000,10696796
2022-10-06,107.800003,108.000000,107.500000,108.000000,108.000000,8457011
2022-10-07,107.400002,107.400002,106.099998,106.199997,106.199997,8700628
2022-10-11,102.000000,102.150002,100.500000,100.699997,100.699997,31480435
2022-10-12,100.400002,100.699997,99.550003,100.199997,100.199997,13349296
2022-10-13,100.550003,100.550003,99.000000,99.000000,99.000000,20842760
2022-10-14,101.750000,102.300003,101.099998,101.849998,101.849998,11432758
2022-10-17,99.949997,100.099998,99.050003,99.949997,99.949997,19692976
2022-10-18,101.500000,101.550003,99.949997,101.099998,101.099998,6402034
2022-10-19,100.800003,101.000000,99.550003,99.750000,99.750000,15624079
2022-10-20,98.199997,99.449997,97.349998,99.199997,99.199997,18984972
2022-10-21,99.300003,99.849998,98.699997,98.900002,98.900002,12165601
2022-10-24,100.750000,100.800003,98.599998,98.599998,98.599998,16995535
2022-10-25,98.599998,98.599998,96.500000,96.699997,96.699997,20064917
2022-10-26,96.849998,98.000000,96.500000,97.599998,97.599998,10959458
2022-10-27,98.500000,99.349998,98.500000,99.000000,99.000000,8017172
2022-10-28,98.599998,98.599998,97.250000,97.750000,97.750000,11490720
2022-10-31,98.849998,99.349998,98.099998,99.050003,99.050003,10088080
2022-11-01,98.849998,99.949997,98.800003,99.599998,99.599998,8194304
2022-11-02,99.599998,100.050003,99.400002,100.000000,100.000000,7005305
2022-11-03,98.500000,98.849998,98.349998,98.699997,98.699997,13533114
2022-11-04,98.099998,98.949997,97.500000,98.849998,98.849998,6432535
2022-11-07,99.800003,100.849998,99.550003,100.550003,100.550003,12106536
2022-11-08,101.449997,101.949997,101.250000,101.599998,101.599998,10406422
2022-11-09,102.550003,104.500000,102.550003,104.500000,104.500000,18911329
2022-11-10,103.449997,103.849998,103.199997,103.500000,103.500000,14732904
2022-11-11,108.550003,109.000000,107.800003,109.000000,109.000000,34312389
2022-11-14,109.800003,110.400002,109.400002,110.000000,110.000000,18166766
2022-11-15,111.199997,114.949997,111.199997,114.699997,114.699997,33843257
2022-11-16,115.000000,115.750000,113.849998,114.500000,114.500000,23671241
2022-11-17,113.949997,114.650002,112.849998,114.550003,114.550003,13352418
2022-11-18,114.900002,115.849998,114.050003,114.250000,114.250000,10656075
2022-11-21,114.349998,114.650002,113.699997,113.849998,113.849998,8685569
2022-11-22,113.400002,115.000000,113.050003,114.800003,114.800003,5544518
2022-11-23,115.650002,115.900002,115.050003,115.599998,115.599998,7938962
2022-11-24,116.000000,116.849998,115.900002,116.699997,116.699997,15238836
2022-11-25,116.650002,116.949997,116.349998,116.699997,116.699997,16020486
2022-11-28,114.599998,115.300003,113.900002,114.349998,114.349998,15044738
2022-11-29,113.849998,115.400002,113.099998,115.400002,115.400002,10671467
2022-11-30,115.099998,116.400002,114.849998,116.349998,116.349998,9296066
2022-12-01,119.199997,119.500000,118.000000,118.349998,118.349998,24684339
2022-12-02,117.300003,117.949997,117.000000,117.300003,117.300003,7480152
2022-12-05,117.300003,118.500000,117.199997,117.449997,117.449997,11987754
2022-12-06,116.800003,116.800003,115.199997,115.300003,115.300003,9970008
2022-12-07,114.500000,115.849998,114.199997,114.599998,114.599998,8225389
2022-12-08,114.050003,114.099998,112.449997,113.250000,113.250000,9118894
2022-12-09,114.000000,115.250000,113.949997,115.000000,115.000000,6236839
2022-12-12,114.199997,114.199997,113.250000,113.900002,113.900002,8364050
2022-12-13,114.500000,114.500000,113.250000,113.400002,113.400002,6522142
2022-12-14,114.099998,115.000000,114.000000,114.800003,114.800003,7883543
2022-12-15,114.300003,115.050003,113.900002,114.900002,114.900002,7809191
2022-12-16,112.500000,113.300003,112.250000,113.000000,113.000000,11881776
2022-12-19,112.349998,112.949997,112.000000,112.349998,112.349998,6131528
2022-12-20,112.150002,112.500000,110.050003,110.300003,110.300003,12435983
2022-12-21,110.800003,111.400002,110.300003,110.750000,110.750000,11903153
2022-12-22,111.750000,112.750000,111.750000,112.599998,112.599998,5023151
2022-12-23,110.699997,111.050003,110.400002,110.699997,110.699997,5985362
2022-12-26,110.800003,111.199997,110.699997,111.099998,111.099998,4030170
2022-12-27,111.400002,112.250000,111.400002,111.599998,111.599998,4127175
2022-12-28,110.500000,110.500000,109.400002,110.000000,110.000000,12175351
2022-12-29,109.199997,109.599998,108.400002,109.500000,109.500000,13853556
2022-12-30,110.599998,110.750000,110.199997,110.199997,110.199997,8643162
2023-01-03,109.599998,110.900002,108.449997,110.750000,110.750000,14810634
2023-01-04,110.300003,110.800003,110.099998,110.500000,110.500000,13754853
2023-01-05,111.250000,111.699997,110.949997,111.300003,111.300003,12070904
2023-01-06,111.199997,112.199997,111.150002,111.800003,111.800003,11586780
2023-01-09,114.000000,115.800003,113.900002,115.800003,115.800003,14998076
2023-01-10,115.949997,116.400002,115.750000,116.250000,116.250000,11974270
2023-01-11,116.650002,116.750000,115.900002,116.349998,116.349998,15602476
2023-01-12,116.500000,116.599998,115.650002,115.849998,115.849998,9954227
2023-01-13,118.500000,118.599998,116.949997,117.199997,117.199997,28483387
2023-01-16,118.099998,118.550003,118.000000,118.099998,118.099998,27599371
2023-01-17,118.349998,118.349998,117.800003,118.099998,118.099998,14056586
2023-01-30,120.800003,121.000000,120.000000,120.699997,120.699997,43332321
2023-01-31,120.599998,120.599998,118.300003,118.300003,118.300003,21612576
2023-02-01,119.099998,119.449997,118.449997,119.000000,119.000000,6540910
2023-02-02,120.300003,121.099998,120.250000,121.000000,121.000000,15544511
2023-02-03,120.949997,121.199997,120.199997,121.000000,121.000000,9507278
2023-02-06,120.099998,120.099998,119.250000,119.250000,119.250000,13379869
2023-02-07,119.099998,119.250000,118.550003,119.000000,119.000000,8300862
2023-02-08,120.099998,120.949997,120.000000,120.849998,120.849998,8914930
2023-02-09,120.500000,121.000000,120.300003,120.900002,120.900002,4849245
2023-02-10,120.900002,121.099998,120.599998,121.000000,121.000000,6217975
2023-02-13,120.699997,120.900002,119.900002,120.750000,120.750000,3830591
2023-02-14,121.250000,121.800003,121.250000,121.650002,121.650002,7617257
2023-02-15,119.949997,120.250000,118.800003,118.849998,118.849998,12271248
2023-02-16,119.300003,120.500000,119.300003,120.300003,120.300003,11010019
2023-02-17,119.300003,119.300003,118.400002,118.750000,118.750000,7883024
2023-02-20,118.550003,119.349998,118.099998,119.000000,119.000000,5841110
2023-02-21,119.000000,119.099998,118.550003,118.949997,118.949997,4443038
2023-02-22,117.500000,117.750000,117.099998,117.650002,117.650002,10887622
2023-02-23,117.949997,119.800003,117.949997,119.400002,119.400002,6197695
2023-02-24,119.900002,120.099998,118.800003,118.800003,118.800003,5497731
2023-03-01,117.300003,119.349998,116.849998,119.250000,119.250000,7104301
